At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""17""","=""Cl VII""","=""+6""","=""Chlorine""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""""","=""114.2013""","=""""","=""0.0006""","=""L6356""",
"=""17""","=""Cl VIII""","=""+7""","=""Chlorine""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""""","=""348.306""","=""""","=""0.007""","=""L6972""",
"=""17""","=""Cl IX""","=""+8""","=""Chlorine""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""""","=""400.851""","=""""","=""0.012""","=""L9369""",
"=""17""","=""Cl X""","=""+9""","=""Chlorine""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""456.7""","=""]""","=""0.4""","=""L11770""",
"=""17""","=""Cl XI""","=""+10""","=""Chlorine""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""530.0""","=""]""","=""0.4""","=""L11770""",
"=""17""","=""Cl XII""","=""+11""","=""Chlorine""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""591.58""","=""]""","=""0.19""","=""L11770""",
"=""17""","=""Cl XIII""","=""+12""","=""Chlorine""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""656.30""","=""]""","=""0.12""","=""L11770""",
"=""17""","=""Cl XIV""","=""+13""","=""Chlorine""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""750.23""","=""]""","=""0.19""","=""L11770""",
"=""17""","=""Cl XV""","=""+14""","=""Chlorine""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""809.198""","="")""","=""0.007""","=""L16264c99""",
"=""17""","=""Cl XVI""","=""+15""","=""Chlorine""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""3658.34366""","="")""","=""0.00022""","=""L21139""",
"=""17""","=""Cl XVII""","=""+16""","=""Chlorine""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""3946.29179""","="")""","=""0.00007""","=""L19200""",
"=""18""","=""Ar I""","=""0""","=""Argon""","=""Ar""","=""[Ne].3s2.3p6""","=""3s2.3p6""","=""1S0""","=""""","=""15.7596119""","=""""","=""0.0000005""","=""L9217""",
"=""18""","=""Ar II""","=""+1""","=""Argon""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""""","=""27.62967""","=""""","=""0.00012""","=""L8844""",
"=""18""","=""Ar III""","=""+2""","=""Argon""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""40.735""","=""]""","=""0.012""","=""L8114""",
"=""18""","=""Ar IV""","=""+3""","=""Argon""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""59.58""","=""]""","=""0.18""","=""L11770""",
"=""18""","=""Ar V""","=""+4""","=""Argon""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""74.84""","=""]""","=""0.17""","=""L11770""",
"=""18""","=""Ar VI""","=""+5""","=""Argon""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""""","=""91.290""","=""""","=""0.010""","=""L12277""",
"=""18""","=""Ar VII""","=""+6""","=""Argon""","=""Mg""","=""[Ne].3s2""","=""2p6.3s2""","=""1S0""","=""[""","=""124.41""","=""]""","=""0.06""","=""L11770""",
"=""18""","=""Ar VIII""","=""+7""","=""Argon""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""143.4567""","=""]""","=""0.0012""","=""L4344""",
"=""18""","=""Ar IX""","=""+8""","=""Argon""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""[""","=""422.60""","=""]""","=""0.06""","=""L11770""",
"=""18""","=""Ar X""","=""+9""","=""Argon""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""479.76""","=""]""","=""0.12""","=""L11242c99""",
"=""18""","=""Ar XI""","=""+10""","=""Argon""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""540.4""","=""]""","=""0.6""","=""L11770""",
"=""18""","=""Ar XII""","=""+11""","=""Argon""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""619.0""","=""]""","=""0.4""","=""L11770""",
"=""18""","=""Ar XIII""","=""+12""","=""Argon""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""685.5""","=""]""","=""0.3""","=""L11770""",
"=""18""","=""Ar XIV""","=""+13""","=""Argon""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""755.13""","=""]""","=""0.22""","=""L11770""",
"=""18""","=""Ar XV""","=""+14""","=""Argon""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""855.5""","=""]""","=""0.3""","=""L11770""",
"=""18""","=""Ar XVI""","=""+15""","=""Argon""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""918.375""","="")""","=""0.007""","=""L16264c99""",
"=""18""","=""Ar XVII""","=""+16""","=""Argon""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""4120.66559""","="")""","=""0.00022""","=""L21139""",
"=""18""","=""Ar XVIII""","=""+17""","=""Argon""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""4426.22407""","="")""","=""0.00004""","=""L19200""",
"=""19""","=""K I""","=""0""","=""Potassium""","=""K""","=""[Ar].4s""","=""3p6.4s""","=""2S<1/2>""","=""""","=""4.34066373""","=""""","=""0.00000009""","=""L5451,L5783,L7185""",
"=""19""","=""K II""","=""+1""","=""Potassium""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""""","=""31.62500""","=""""","=""0.00019""","=""L12188""",
"=""19""","=""K III""","=""+2""","=""Potassium""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""[""","=""45.8031""","=""]""","=""0.0017""","=""L11770""",
"=""19""","=""K IV""","=""+3""","=""Potassium""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""60.917""","=""]""","=""0.019""","=""L11770""",
"=""19""","=""K V""","=""+4""","=""Potassium""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""82.66""","=""]""","=""0.16""","=""L241""",
"=""19""","=""K VI""","=""+5""","=""Potassium""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""99.44""","=""]""","=""0.20""","=""L7185""",
"=""19""","=""K VII""","=""+6""","=""Potassium""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""""","=""117.56""","=""""","=""0.11""","=""L7185""",
"=""19""","=""K VIII""","=""+7""","=""Potassium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""[""","=""154.87""","=""]""","=""0.05""","=""L12392""",
"=""19""","=""K IX""","=""+8""","=""Potassium""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""175.8174""","=""]""","=""0.0025""","=""L4344""",
"=""19""","=""K X""","=""+9""","=""Potassium""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""[""","=""503.67""","=""]""","=""0.07""","=""L11770""",
"=""19""","=""K XI""","=""+10""","=""Potassium""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""565.6""","=""]""","=""0.7""","=""L11770""",
"=""19""","=""K XII""","=""+11""","=""Potassium""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""631.1""","=""]""","=""0.9""","=""L11770""",
"=""19""","=""K XIII""","=""+12""","=""Potassium""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""714.7""","=""]""","=""0.5""","=""L11770""",
"=""19""","=""K XIV""","=""+13""","=""Potassium""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""786.3""","=""]""","=""0.3""","=""L11770""",
"=""19""","=""K XV""","=""+14""","=""Potassium""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""860.92""","=""]""","=""0.25""","=""L11770""",
"=""19""","=""K XVI""","=""+15""","=""Potassium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""[""","=""967.7""","=""]""","=""0.3""","=""L11770""",
"=""19""","=""K XVII""","=""+16""","=""Potassium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""1034.542""","="")""","=""0.007""","=""L16264c99""",
"=""19""","=""K XVIII""","=""+17""","=""Potassium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""4610.80714""","="")""","=""0.00025""","=""L21139""",
"=""19""","=""K XIX""","=""+18""","=""Potassium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""4934.04979""","="")""","=""0.00005""","=""L19200""",
"=""20""","=""Ca I""","=""0""","=""Calcium""","=""Ca""","=""[Ar].4s2""","=""3p6.4s2""","=""1S0""","=""""","=""6.1131549210""","=""""","=""0.0000000005""","=""L22848""",
"=""20""","=""Ca II""","=""+1""","=""Calcium""","=""K""","=""[Ar].4s""","=""3p6.4s""","=""2S<1/2>""","=""""","=""11.871719""","=""""","=""0.000004""","=""L7185,L7323""",
"=""20""","=""Ca III""","=""+2""","=""Calcium""","=""Ar""","=""[Ne].3s2.3p6""","=""3s2.3p6""","=""1S0""","=""""","=""50.91316""","=""""","=""0.00025""","=""L1405""",
"=""20""","=""Ca IV""","=""+3""","=""Calcium""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""[""","=""67.2732""","=""]""","=""0.0021""","=""L11770""",
"=""20""","=""Ca V""","=""+4""","=""Calcium""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""84.34""","=""]""","=""0.08""","=""L11770""",
"=""20""","=""Ca VI""","=""+5""","=""Calcium""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""108.78""","=""]""","=""0.25""","=""L7185""",
"=""20""","=""Ca VII""","=""+6""","=""Calcium""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""127.21""","=""]""","=""0.25""","=""L7185""",
"=""20""","=""Ca VIII""","=""+7""","=""Calcium""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""""","=""147.24""","=""""","=""0.12""","=""L7185""",
"=""20""","=""Ca IX""","=""+8""","=""Calcium""","=""Mg""","=""[Ne].3s2""","=""2p6.3s2""","=""1S0""","=""[""","=""188.54""","=""]""","=""0.06""","=""L7185""",
"=""20""","=""Ca X""","=""+9""","=""Calcium""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""211.275""","=""]""","=""0.004""","=""L11770""",
"=""20""","=""Ca XI""","=""+10""","=""Calcium""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""[""","=""591.60""","=""]""","=""0.12""","=""L11770""",
"=""20""","=""Ca XII""","=""+11""","=""Calcium""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""658.2""","=""]""","=""0.9""","=""L11770""",
"=""20""","=""Ca XIII""","=""+12""","=""Calcium""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""728.6""","=""]""","=""1.1""","=""L11770""",
"=""20""","=""Ca XIV""","=""+13""","=""Calcium""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""817.2""","=""]""","=""0.6""","=""L11770""",
"=""20""","=""Ca XV""","=""+14""","=""Calcium""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""894.0""","=""]""","=""0.4""","=""L11770""",
"=""20""","=""Ca XVI""","=""+15""","=""Calcium""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""973.7""","=""]""","=""0.3""","=""L11770""",
"=""20""","=""Ca XVII""","=""+16""","=""Calcium""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""1086.8""","=""]""","=""0.4""","=""L11770""",
"=""20""","=""Ca XVIII""","=""+17""","=""Calcium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""1157.726""","="")""","=""0.007""","=""L16264c99""",
"=""20""","=""Ca XIX""","=""+18""","=""Calcium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""5128.8576""","="")""","=""0.0003""","=""L21139""",
"=""20""","=""Ca XX""","=""+19""","=""Calcium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""5469.86358""","="")""","=""0.00006""","=""L19200""",
"=""21""","=""Sc I""","=""0""","=""Scandium""","=""Sc""","=""[Ar].3d.4s2""","=""3d.4s2""","=""2D<3/2>""","=""""","=""6.56149""","=""""","=""0.00006""","=""L7185,L2110""",
"=""21""","=""Sc II""","=""+1""","=""Scandium""","=""Ca""","=""[Ar].3d.4s""","=""3p6.3d.4s""","=""3D<1>""","=""""","=""12.79977""","=""""","=""0.00025""","=""L7185,L5141""",
"=""21""","=""Sc III""","=""+2""","=""Scandium""","=""K""","=""[Ar].3d""","=""3p6.3d""","=""2D<3/2>""","=""""","=""24.756839""","=""""","=""0.000012""","=""L1891,L7185""",
"=""21""","=""Sc IV""","=""+3""","=""Scandium""","=""Ar""","=""[Ne].3s2.3p6""","=""3s2.3p6""","=""1S0""","=""""","=""73.4894""","=""""","=""0.0004""","=""L7185,L2826""",
"=""21""","=""Sc V""","=""+4""","=""Scandium""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""[""","=""91.95""","=""]""","=""0.03""","=""L11770""",
"=""21""","=""Sc VI""","=""+5""","=""Scandium""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""110.68""","=""]""","=""0.05""","=""L7185""",
"=""21""","=""Sc VII""","=""+6""","=""Scandium""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""137.99""","=""]""","=""0.25""","=""L7185""",
"=""21""","=""Sc VIII""","=""+7""","=""Scandium""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""158.08""","=""]""","=""0.25""","=""L7185""",
"=""21""","=""Sc IX""","=""+8""","=""Scandium""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""""","=""180.03""","=""""","=""0.12""","=""L7185""",
"=""21""","=""Sc X""","=""+9""","=""Scandium""","=""Mg""","=""[Ne].3s2""","=""2p6.3s2""","=""1S0""","=""[""","=""225.18""","=""]""","=""0.05""","=""L7185""",
"=""21""","=""Sc XI""","=""+10""","=""Scandium""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""249.798""","=""]""","=""0.005""","=""L10106""",
"=""21""","=""Sc XII""","=""+11""","=""Scandium""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""""","=""687.36""","=""""","=""0.12""","=""L7185""",
"=""21""","=""Sc XIII""","=""+12""","=""Scandium""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""757.7""","=""]""","=""1.0""","=""L11770""",
"=""21""","=""Sc XIV""","=""+13""","=""Scandium""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""833.2""","=""]""","=""1.4""","=""L11770""",
"=""21""","=""Sc XV""","=""+14""","=""Scandium""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""926.5""","=""]""","=""0.7""","=""L11770""",
"=""21""","=""Sc XVI""","=""+15""","=""Scandium""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""1008.6""","=""]""","=""0.4""","=""L11770""",
"=""21""","=""Sc XVII""","=""+16""","=""Scandium""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""1093.5""","=""]""","=""0.4""","=""L11770""",
"=""21""","=""Sc XVIII""","=""+17""","=""Scandium""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""1213.1""","=""]""","=""0.4""","=""L11770""",
"=""21""","=""Sc XIX""","=""+18""","=""Scandium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""1287.957""","="")""","=""0.007""","=""L16264c99""",
"=""21""","=""Sc XX""","=""+19""","=""Scandium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""5674.9036""","="")""","=""0.0004""","=""L21139""",
"=""21""","=""Sc XXI""","=""+20""","=""Scandium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""6033.75643""","="")""","=""0.00009""","=""L19200""",
"=""22""","=""Ti I""","=""0""","=""Titanium""","=""Ti""","=""[Ar].3d2.4s2""","=""3d2.4s2""","=""3F<2>""","=""""","=""6.828120""","=""""","=""0.000012""","=""L17996""",
"=""22""","=""Ti II""","=""+1""","=""Titanium""","=""Sc""","=""[Ar].3d2.4s""","=""3d2.(3F).4s""","=""4F<3/2>""","=""""","=""13.5755""","=""""","=""0.0025""","=""L7185,L5432""",
"=""22""","=""Ti III""","=""+2""","=""Titanium""","=""Ca""","=""[Ar].3d2""","=""3p6.3d2""","=""3F<2>""","=""""","=""27.49171""","=""""","=""0.00025""","=""L7185,L3593""",
"=""22""","=""Ti IV""","=""+3""","=""Titanium""","=""K""","=""[Ar].3d""","=""3p6.3d""","=""2D<3/2>""","=""""","=""43.26717""","=""""","=""0.00019""","=""L7185,L2753""",
"=""22""","=""Ti V""","=""+4""","=""Titanium""","=""Ar""","=""[Ne].3s2.3p6""","=""3s2.3p6""","=""1S0""","=""""","=""99.299""","=""""","=""0.012""","=""L7185""",
"=""22""","=""Ti VI""","=""+5""","=""Titanium""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""[""","=""119.533""","=""]""","=""0.025""","=""L7185""",
"=""22""","=""Ti VII""","=""+6""","=""Titanium""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""140.68""","=""]""","=""0.18""","=""L11770""",
"=""22""","=""Ti VIII""","=""+7""","=""Titanium""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""170.5""","=""]""","=""0.4""","=""L11770""",
"=""22""","=""Ti IX""","=""+8""","=""Titanium""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""192.1""","=""]""","=""0.4""","=""L7185""",
"=""22""","=""Ti X""","=""+9""","=""Titanium""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""""","=""215.92""","=""""","=""0.12""","=""L7185""",
"=""22""","=""Ti XI""","=""+10""","=""Titanium""","=""Mg""","=""[Ne].3s2""","=""2p6.3s2""","=""1S0""","=""[""","=""265.07""","=""]""","=""0.06""","=""L7185""",
"=""22""","=""Ti XII""","=""+11""","=""Titanium""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""291.500""","=""]""","=""0.005""","=""L11770""",
"=""22""","=""Ti XIII""","=""+12""","=""Titanium""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""""","=""787.67""","=""""","=""0.04""","=""L11691""",
"=""22""","=""Ti XIV""","=""+13""","=""Titanium""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""864.0""","=""]""","=""1.2""","=""L11770""",
"=""22""","=""Ti XV""","=""+14""","=""Titanium""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""944.5""","=""]""","=""1.6""","=""L11770""",
"=""22""","=""Ti XVI""","=""+15""","=""Titanium""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""1042.5""","=""]""","=""0.8""","=""L11770""",
"=""22""","=""Ti XVII""","=""+16""","=""Titanium""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""1130.2""","=""]""","=""0.5""","=""L11770""",
"=""22""","=""Ti XVIII""","=""+17""","=""Titanium""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""1220.3""","=""]""","=""0.5""","=""L11770""",
"=""22""","=""Ti XIX""","=""+18""","=""Titanium""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""1346.3""","=""]""","=""0.5""","=""L11770""",
"=""22""","=""Ti XX""","=""+19""","=""Titanium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""1425.257""","="")""","=""0.007""","=""L16264c99""",
"=""22""","=""Ti XXI""","=""+20""","=""Titanium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""6249.0226""","="")""","=""0.0007""","=""L21139""",
"=""22""","=""Ti XXII""","=""+21""","=""Titanium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""6625.81023""","="")""","=""0.00010""","=""L19200""",
"=""23""","=""V I""","=""0""","=""Vanadium""","=""V""","=""[Ar].3d3.4s2""","=""3d3.4s2""","=""4F<3/2>""","=""""","=""6.746187""","=""""","=""0.000021""","=""L17712,L20010""",
"=""23""","=""V II""","=""+1""","=""Vanadium""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""""","=""14.634""","=""""","=""0.007""","=""L20009""",
"=""23""","=""V III""","=""+2""","=""Vanadium""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""""","=""29.3111""","=""""","=""0.0025""","=""L7185,L704,L4746""",
"=""23""","=""V IV""","=""+3""","=""Vanadium""","=""Ca""","=""[Ar].3d2""","=""3p6.3d2""","=""3F<2>""","=""""","=""46.709""","=""""","=""0.005""","=""L7185,L147""",
"=""23""","=""V V""","=""+4""","=""Vanadium""","=""K""","=""[Ar].3d""","=""3p6.3d""","=""2D<3/2>""","=""""","=""65.28165""","=""""","=""0.00017""","=""L3917,L7185""",
"=""23""","=""V VI""","=""+5""","=""Vanadium""","=""Ar""","=""[Ne].3s2.3p6""","=""3s2.3p6""","=""1S0""","=""""","=""128.125""","=""""","=""0.025""","=""L7185""",
"=""23""","=""V VII""","=""+6""","=""Vanadium""","=""Cl""","=""[Ne].3s2.3p5""","=""3s2.3p5""","=""2P*<3/2>""","=""[""","=""150.72""","=""]""","=""0.13""","=""L11770""",
"=""23""","=""V VIII""","=""+7""","=""Vanadium""","=""S""","=""[Ne].3s2.3p4""","=""3s2.3p4""","=""3P<2>""","=""[""","=""173.55""","=""]""","=""0.21""","=""L11770""",
"=""23""","=""V IX""","=""+8""","=""Vanadium""","=""P""","=""[Ne].3s2.3p3""","=""3s2.3p3""","=""4S*<3/2>""","=""[""","=""206.0""","=""]""","=""0.4""","=""L11770""",
"=""23""","=""V X""","=""+9""","=""Vanadium""","=""Si""","=""[Ne].3s2.3p2""","=""3s2.3p2""","=""3P0""","=""[""","=""230.5""","=""]""","=""0.5""","=""L7185""",
"=""23""","=""V XI""","=""+10""","=""Vanadium""","=""Al""","=""[Ne].3s2.3p""","=""3s2.3p""","=""2P*<1/2>""","=""[""","=""254.8""","=""]""","=""0.4""","=""L11770""",
"=""23""","=""V XII""","=""+11""","=""Vanadium""","=""Mg""","=""[Ne].3s2""","=""2p6.3s2""","=""1S0""","=""[""","=""308.5""","=""]""","=""0.3""","=""L11770""",
"=""23""","=""V XIII""","=""+12""","=""Vanadium""","=""Na""","=""[Ne].3s""","=""2p6.3s""","=""2S<1/2>""","=""[""","=""336.274""","=""]""","=""0.006""","=""L11770""",
"=""23""","=""V XIV""","=""+13""","=""Vanadium""","=""Ne""","=""1s2.2s2.2p6""","=""2s2.2p6""","=""1S0""","=""""","=""896.0""","=""""","=""0.4""","=""L7185""",
"=""23""","=""V XV""","=""+14""","=""Vanadium""","=""F""","=""1s2.2s2.2p5""","=""2s2.2p5""","=""2P*<3/2>""","=""[""","=""977.2""","=""]""","=""1.3""","=""L11770""",
"=""23""","=""V XVI""","=""+15""","=""Vanadium""","=""O""","=""1s2.2s2.2p4""","=""2s2.2p4""","=""3P<2>""","=""[""","=""1062.9""","=""]""","=""2.0""","=""L11770""",
"=""23""","=""V XVII""","=""+16""","=""Vanadium""","=""N""","=""1s2.2s2.2p3""","=""2s2.2p3""","=""4S*<3/2>""","=""[""","=""1165.2""","=""]""","=""1.1""","=""L11770""",
"=""23""","=""V XVIII""","=""+17""","=""Vanadium""","=""C""","=""1s2.2s2.2p2""","=""2s2.2p2""","=""3P0""","=""[""","=""1258.9""","=""]""","=""0.6""","=""L11770""",
"=""23""","=""V XIX""","=""+18""","=""Vanadium""","=""B""","=""1s2.2s2.2p""","=""2s2.2p""","=""2P*<1/2>""","=""[""","=""1354.2""","=""]""","=""0.5""","=""L11770""",
"=""23""","=""V XX""","=""+19""","=""Vanadium""","=""Be""","=""1s2.2s2""","=""1s2.2s2""","=""1S0""","=""[""","=""1486.7""","=""]""","=""0.5""","=""L11770""",
"=""23""","=""V XXI""","=""+20""","=""Vanadium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""1569.656""","="")""","=""0.007""","=""L16264c99""",
